skaluno,skservico,skcalendario,quantidade,valorpago,skaluno,alunoid,alunonome,alunoemail,alunocelular,datanascimento,bairro,municipio,estado,logradouro,skservico,servicoid,servicotipo,servicovalor,skcalendario,calendariodata,calendariodia,calendariomes,calendarioano,calendariotrimestre,calendarionomemes,calendarionomediasemana,calendariodiaano,calendariotipodia
3452e9d7-45f1-45af-b6ae-9b90aebb64fb,bdeeee72-7bc5-446e-82a4-fc268a7933f8,ec05ddbe-22a6-423c-aeaa-42e7c7e7d32d,1,450,3452e9d7-45f1-45af-b6ae-9b90aebb64fb,168,Juliana Alves,juliana.alves@example.com,21981231126,2003-02-07,Botafogo,Rio de Janeiro,RJ,Rua Marquês de Olinda,bdeeee72-7bc5-446e-82a4-fc268a7933f8,5,Reciclagem CNH,450,ec05ddbe-22a6-423c-aeaa-42e7c7e7d32d,2025-09-08,8,9,2025,3,September,Monday   ,251,Dia de Semana
08e66c29-fcd2-4c72-aa65-ead08278461f,f6708b4e-58cf-4ccf-8066-2dc8cfd97952,46c9625a-3b9c-4e3b-9d96-0c3134bd9696,1,2800,08e66c29-fcd2-4c72-aa65-ead08278461f,195,Regina Duarte,regina.d@example.com,21981231153,1997-02-05,Ipanema,Rio de Janeiro,RJ,Rua Garcia dÁvila,f6708b4e-58cf-4ccf-8066-2dc8cfd97952,6,Pacote Adição Categoria D,2800,46c9625a-3b9c-4e3b-9d96-0c3134bd9696,2025-09-22,22,9,2025,3,September,Monday   ,265,Dia de Semana
b70c30c8-ed39-47c0-b98c-e7baecd3c2dd,f6708b4e-58cf-4ccf-8066-2dc8cfd97952,5c12cd5c-6886-4684-b9b2-567380c1dac4,1,2800,b70c30c8-ed39-47c0-b98c-e7baecd3c2dd,115,Helena Melo,helena.melo@example.com,21985556677,2005-09-03,Tijuca,Rio de Janeiro,RJ,Rua São Francisco Xavier,f6708b4e-58cf-4ccf-8066-2dc8cfd97952,6,Pacote Adição Categoria D,2800,5c12cd5c-6886-4684-b9b2-567380c1dac4,2025-08-23,23,8,2025,3,August   ,Saturday ,235,Fim de Semana
7941ad53-33ca-46a3-af79-a016dbfa30c0,f6708b4e-58cf-4ccf-8066-2dc8cfd97952,90360bf4-b633-4097-94a3-261da427d799,1,2800,7941ad53-33ca-46a3-af79-a016dbfa30c0,179,David Luiz Moreira,david.luiz@example.com,21981231137,1999-05-22,Flamengo,Rio de Janeiro,RJ,Rua Dois de Dezembro,f6708b4e-58cf-4ccf-8066-2dc8cfd97952,6,Pacote Adição Categoria D,2800,90360bf4-b633-4097-94a3-261da427d799,2025-09-14,14,9,2025,3,September,Sunday   ,257,Fim de Semana
52f3b867-cad9-4a35-b4fb-424254fbf30b,2c0b5645-8884-49f4-88f6-d066f0271748,16ca984a-becd-4ef9-bcd1-ed5c12fd59b9,1,2500,52f3b867-cad9-4a35-b4fb-424254fbf30b,156,Matheus Costa,matheus.costa@example.com,21981231114,2003-09-20,Botafogo,Rio de Janeiro,RJ,Rua da Passagem,2c0b5645-8884-49f4-88f6-d066f0271748,8,Pacote Completo A+B,2500,16ca984a-becd-4ef9-bcd1-ed5c12fd59b9,2025-09-02,2,9,2025,3,September,Tuesday  ,245,Dia de Semana
623c370b-62bd-4879-827d-20492c48ba2e,2c0b5645-8884-49f4-88f6-d066f0271748,aee9042b-7923-4f9c-a4fe-f23ea4fdfcb9,1,2500,623c370b-62bd-4879-827d-20492c48ba2e,170,Amanda Ribeiro,amanda.r@example.com,21981231128,2005-09-11,Glória,Rio de Janeiro,RJ,Avenida Infante Dom Henrique,2c0b5645-8884-49f4-88f6-d066f0271748,8,Pacote Completo A+B,2500,aee9042b-7923-4f9c-a4fe-f23ea4fdfcb9,2025-09-09,9,9,2025,3,September,Tuesday  ,252,Dia de Semana
f45d95b4-4ca7-4404-9074-9d44b561ca51,2c0b5645-8884-49f4-88f6-d066f0271748,928742fd-7baa-48d6-8791-7fc5df669198,1,2500,f45d95b4-4ca7-4404-9074-9d44b561ca51,162,Daniel Oliveira,daniel.o@example.com,21981231120,2005-06-29,Laranjeiras,Rio de Janeiro,RJ,Rua Paissandu,2c0b5645-8884-49f4-88f6-d066f0271748,8,Pacote Completo A+B,2500,928742fd-7baa-48d6-8791-7fc5df669198,2025-09-05,5,9,2025,3,September,Friday   ,248,Dia de Semana
2b5eb6dd-19be-4beb-8e28-04199e6b0f66,2c0b5645-8884-49f4-88f6-d066f0271748,187c183e-cced-4977-b8bc-77919330d881,1,2500,2b5eb6dd-19be-4beb-8e28-04199e6b0f66,199,Wagner Moura,wagner.m@example.com,21981231157,2005-06-27,Lagoa,Rio de Janeiro,RJ,Rua Sacopã,2c0b5645-8884-49f4-88f6-d066f0271748,8,Pacote Completo A+B,2500,187c183e-cced-4977-b8bc-77919330d881,2025-09-24,24,9,2025,3,September,Wednesday,267,Dia de Semana
430becfa-27c4-4fd3-bb2e-15c2d45f8873,2c0b5645-8884-49f4-88f6-d066f0271748,d1c1531a-e02b-4151-ac3f-fef818154392,1,2500,430becfa-27c4-4fd3-bb2e-15c2d45f8873,185,Gabriel Jesus,g.jesus@example.com,21981231143,2002-04-03,Laranjeiras,Rio de Janeiro,RJ,Rua Alice,2c0b5645-8884-49f4-88f6-d066f0271748,8,Pacote Completo A+B,2500,d1c1531a-e02b-4151-ac3f-fef818154392,2025-09-17,17,9,2025,3,September,Wednesday,260,Dia de Semana
74fe0aac-bea5-439b-8275-7175b7663688,2c0b5645-8884-49f4-88f6-d066f0271748,1cc85da7-f96c-447f-bf97-90dac89f0bf7,1,2500,74fe0aac-bea5-439b-8275-7175b7663688,106,Guilherme Souza,gui.souza@example.com,21991234567,2002-03-30,Ipanema,Rio de Janeiro,RJ,Rua Visconde de Pirajá,2c0b5645-8884-49f4-88f6-d066f0271748,8,Pacote Completo A+B,2500,1cc85da7-f96c-447f-bf97-90dac89f0bf7,2025-08-30,30,8,2025,3,August   ,Saturday ,242,Fim de Semana
edfde15a-8d5c-4549-98c7-4eb2f07b232b,f627c598-3511-4d83-b18c-ce677e0d3852,1cc85da7-f96c-447f-bf97-90dac89f0bf7,3,420,edfde15a-8d5c-4549-98c7-4eb2f07b232b,104,Yuri Saporito,y.saporito@email.com,21976541234,2003-11-05,Laranjeiras,Rio de Janeiro,RJ,Rua das Laranjeiras,f627c598-3511-4d83-b18c-ce677e0d3852,9,Aula Prática Avulsa (Moto A),140,1cc85da7-f96c-447f-bf97-90dac89f0bf7,2025-08-30,30,8,2025,3,August   ,Saturday ,242,Fim de Semana
e8f3a685-ef45-4bfe-96a7-973d1c4c9f4e,6bdc9587-4a86-449a-af39-5405d411a0c3,46c9625a-3b9c-4e3b-9d96-0c3134bd9696,1,2600,e8f3a685-ef45-4bfe-96a7-973d1c4c9f4e,196,Stênio Garcia,stenio.g@example.com,21981231154,2003-04-28,Ipanema,Rio de Janeiro,RJ,Rua Aníbal de Mendonça,6bdc9587-4a86-449a-af39-5405d411a0c3,12,Pacote Adição Categoria C,2600,46c9625a-3b9c-4e3b-9d96-0c3134bd9696,2025-09-22,22,9,2025,3,September,Monday   ,265,Dia de Semana
524de229-78c3-4379-8dec-28271d8c6903,6bdc9587-4a86-449a-af39-5405d411a0c3,90360bf4-b633-4097-94a3-261da427d799,1,2600,524de229-78c3-4379-8dec-28271d8c6903,180,Aline Barros,aline.barros@example.com,21981231138,2001-10-07,Catete,Rio de Janeiro,RJ,Rua Silveira Martins,6bdc9587-4a86-449a-af39-5405d411a0c3,12,Pacote Adição Categoria C,2600,90360bf4-b633-4097-94a3-261da427d799,2025-09-14,14,9,2025,3,September,Sunday   ,257,Fim de Semana
c8e268c3-d47a-4ecf-90f4-9ddcf1cf6ae2,af9443c8-86b9-4286-8bb3-d5b560a4522d,64e06e90-44f2-4bdd-8067-ce7b0b492a31,1,3100,c8e268c3-d47a-4ecf-90f4-9ddcf1cf6ae2,181,Cauã Reymond,caua.r@example.com,21981231139,2000-08-14,Laranjeiras,Rio de Janeiro,RJ,Largo do Machado,af9443c8-86b9-4286-8bb3-d5b560a4522d,13,Pacote Adição Categoria E,3100,64e06e90-44f2-4bdd-8067-ce7b0b492a31,2025-09-15,15,9,2025,3,September,Monday   ,258,Dia de Semana
5e78263a-9672-43cb-b571-21b049245b78,af9443c8-86b9-4286-8bb3-d5b560a4522d,760d4946-1d8b-44bc-a73a-28feb8300e0b,1,3100,5e78263a-9672-43cb-b571-21b049245b78,197,Tarcísio Meira,tarcisio.m@example.com,21981231155,2001-10-05,Lagoa,Rio de Janeiro,RJ,Avenida Epitácio Pessoa,af9443c8-86b9-4286-8bb3-d5b560a4522d,13,Pacote Adição Categoria E,3100,760d4946-1d8b-44bc-a73a-28feb8300e0b,2025-09-23,23,9,2025,3,September,Tuesday  ,266,Dia de Semana
